Record Number,ORGANIZATION,CATEGORY,YEAR FOUNDED,COUNTY,LOCATION,MAILING ADDRESS_1,MAILING ADDRESS_2,MAILING ADDRESS_3,EMAIL,TELEPHONE,PHONE / EMAIL,PUBLIC HOURS,PROGRAMS,COLLECTIONS,WEB SITE,SOCIAL MEDIA SITE,LAST MODIFIED
640,Sons of Confederate Veterans,Society/Association,1896,Cobb,,P. O. Box 763,"Kennesaw, GA   30144",,,770-436-9600,,None Specified.,"Historic preservation, heritage publications including the Georgia Confederate Newspaper, restoration of cemetery markers and monuments, and registration of burial sites of Confederate veterans.",,http://www.georgiascv.com/default.asp,,
641,Sons of Confederate Veterans,"Genealogical Society, Historical Society, Museum, Other",1896,Colquitt,,P.O. Box 1213,500 4th St. S.E.,"Moultrie, GA   31776",,,886-SCV-INGA  /  olereb@moultriega.net,"10-5 Fri & Sat, 2-5 Sundays",,Many originial artifacts from the War,http://www.georgiascv.com/,,
642,South Effingham Branch Library,"Library (Public, Research, Special, etc.)",,Effingham,,17th Street & Highway 21,"Rincon, GA   31326",,,,912-826-2222  /  tugglej@liveoakpl.org,M-Th 9-8; F-Sat 10-6; Sun 2-6,,,http://www.liveoakpl.org,,
643,South Georgia Genealogical Society,Genealogical Society,1986,Thomas,,706 Crabapple Drive,"Thomasville, GA   31757",,,229-226-0158,,None Specified.,Acquisition and preservation of historical and genealogical information for south Georgia and bordering north Florida counties.,Materials are placed in the Heritage Collection of the Thomas County Central Library and in other area libraries.,,,
644,South Georgia Regional Library System,,1914,Lowndes,,300 Woodrow Wilson Drive,"Valdosta, GA   31602",,,229-333-0086,,"M-Th, 9:30-8; F  9:30-5:30; Sat 11:00-5:30; Sun, 2","Acquisition and preservation of historic and genealogical records; exhibits, workshops, and educational activities.","Letters, papers, diaries, city, county, club, church, school, and genealogical records, maps, photographs, and newspapers.",http://www.sgrl.org,,
645,Southeastern Cherokee Council,Society/Association,1976,Thomas,,P. O. Box 367,"Ochlocknee, GA   31773",,,229-574-5497,,By appointment only.,"Identification and enrollment of Cherokee descendents; education of Cherokee culture to general public; college scholarship program; health, education and welfare of all Native Americans; reparation of ancient Native American remains.","Red Bear and Kitty Smith Museum and Cultural Center; books, pamphlets and other related materials; artifacts and memorabilia of Native Americans; geneaology library",http://secci.com,,
646,Southeastern Railway Museum,Museum,1959,Gwinnett,,P. O. Box 1267,3595 Peachtree Road,"Duluth, GA   30096",,,770-476-2013  /  admin@srmduluth.org,"Sat, 9-5; Apr-Mar: 3rd Sun, 12-5.","Preservation, restoration, and operation of historically significant railway equipment, collection and display of railway publications and memorabilia, dissemination of past and present rail transportation information, guided tours, slide shows, and site rental available on request.","Late 19th and 20th century business and architectural records, 20th century maps, photographs, and newspapers; over 70 pieces of rolling stock including vintage steam locomotives, historic wooden cars, Pullmans (including the 1911 private car, 'Superb' used by President Harding), World War II troop kitchen, and 1940 railway post office.  Over 10 signifcant pieces of transit equipment from Atlanta's transit history.",http://www.srmduluth.org,,
647,Southern Forest World,Museum,1980,Ware,,1440 N. Augusta Ave.,"Waycross, GA   31503",,,912-285-4056,,Tues. - Sat. 9 am - 2 pm,"Interpretation of the history of the Southern forest industry: exhibits, workshops,  lectures, films, slide shows, educational activities.","19th and 20th century photographs and newspapers, woodworking tools and equipment.",http://southernforestworld.com/,https://www.facebook.com/Southern-Forest-World-123493057805549/,2019-May-29
648,Southern Museum Archives & Library,Museum,,Cobb,,2829 Cherokee Street,"Kennesaw, GA   30144",,,,770-427-2117  /  sloy@kennesaw-ga.gov,Mon-Sat 9:30-5:00; Sun 11:00-6:00,,"The Archives at the Southern Museum of Civil War and Locomotive History houses a significant collection of company records, engineering drawings, blueprints, glass plate negatives, photographs and correspondence from various American businesses representing the railroad industry in the South after the Civil War. The Archives also contain a growing collection of Civil War letters, diaries, and official records.",http://www.southernmuseum.org/,,
649,Southern Museum of Civil War and Locomotive History,Museum,1972,Cobb,,2829 Cherokee Street,"Kennesaw, GA   30144",,,,770-427-2117  /  education@southernmuseum.org,"M-Sat 9:30-5; Sun 11-6.  Closed Jan 1, Easter, Thanksgiving Day, Christmas Eve and Christmas Day","Smithsonian Affiliate museum located just 25 miles north of downtown Atlanta.  Permanent exhibits- Railroads Lifelines of the Civil War, Glover Machine Works adn the Great Locomotive Chase.  25 minute movie on The Great Locomotive Chase Civil War story. Group tours available and numerous special events held throughout the year.","Civil War collection, Glover Machine Works Business Records collection, Glover Machine Works Catalogs/Supplements collection, Glover Machine Works Glass Plate Negatives collection, Wood Gummer and Filer Company Business Records collection, Southern Railway Historical Association collection of Freight Car and Passenger Car Engineering Drawings and Southern Railway Historical Association Collection of President's Files on the Fruit Growes Express Company.",http://www.southernmuseum.org/,,
650,Southern Polytechnic State University Library,"Library (Public, Research, Special, etc.), Academic Library (Archives or Special Collections)",1948,Cobb,,1100 S. Marietta Parkway,"Marietta, GA   30060",,,,678-915-7444  /  archives@spsu.edu,see website.,Acquisition and preservation of historical records and artifacts; exhibits.,"University records, architectural materials, and surveys; Middleton Surveying Collection; Wilfred Gregson Collection of Architectural Drawings; Fred Bentley Collections of Art, and the J. Alan Sellers Collection of Antique Tools.",http://www.spsu.edu/library/library.html,,
651,Southwest Branch Library,"Library (Public, Research, Special, etc.)",,Chatham,,14097 Abercorn Street,"Savannah, GA   31419",,,,912-652-3604  /  tugglej@liveoakpl.org,"Summer, 2009 is the planned opening date.",,,http://www.liveoakpl.org/branches/southwest-chatham-branch-comin.php,,
652,Southwest Georgia Genealogical Society,Genealogical Society,1968,Dougherty,,P. O. Box 4672,"Albany, GA   31706",,,,229-883-3082  /  Freddypage@aol.com,"9:30 - 9:00 M, T, W; 9:20 - 6:00 Th, F, Sat.","Acquisition and preservation of genealogical records; exhibits, lectures, workshops, field trips, and publication of quarterly research journal, and cemetery, Bible, local government, abstracts.","All of the Society's collections are donated to the Dougherty County Public Library, 300 Pine Ave., Albany, Ga., and the library is responsible for their keep.  City, county, club, church, and genealogical records, maps, and newspapers have been donated to the Albany-Dougherty County Public Library and can be found in the Genealogy Room of the Central Library in Albany.",http://www.swggs.org/,,
653,Southwest Georgia Regional Library - Genealogy Room,,1902,Decatur,,301 S. Monroe Street,"Bainbridge, GA   39819",,,,229-248-2665  /  swhittle@swgrl.org,"M, 9-8; Tu,W,F, 9-6; Th, 9-7; Sat, 9-4.",Promotion of historical and genealogical research.,"Papers, maps, photographs, census records, land lotteries, family histories related to Decatur, Seminole, and Miller counties and other parts of Georgia, and family search software for genealogy research.",http://www.swgrl.org/,,
654,Sparta-Hancock County Historical Society,Historical Society,1994,Hancock,,Old Jail,526 Court Street,"Sparta, GA   31087",,,706-444-7412  /  rsjoslyn@aol.com,By appointment only.,"Preservation, restoration of historic sites; promotion of interest in and knowledge of the history of Sparta and Hancock counties.  Restoration of the old jail as a museum.","Pictures, artifacts, and buildings such as the Barn and the historic Mt. Zion church.",http://www.shchs.org/,,
655,Spelman College Archives,"Library (Public, Research, Special, etc.), Academic Library (Archives or Special Collections)",1881,Fulton,,"350 Spelman Lane, S.W.",P. O. Box 115,"Atlanta, GA   30314",,404-270-5533,,"M-F, 9-4.",Acquisition and preservation of Spelman College records.,Spelman College institutional records and photographs; Spelman alumnae,http://www.spelman.edu,,
656,Springer Opera House,"Historic Site (Parks, etc.)",1871,Muscogee,,103 Tenth Street,P. O. Box 1626,"Columbus, GA   31091",,706-324-5714,,"M-F, 9-5; and special events.","Live theatre entertainment, restoration and preservation of a national historic landmark theatre, lectures, guided tours, field trips, educational activities, newsletter, publications, and regional touring company.","Letters, papers, diaries, photographs, and newspapers, building architectural materials, furniture, handicrafts, clothing, and personal adornment, tools, and art objects.",http://www.springeroperahouse.org,,
657,St. Mary's Historic Preservation Commission,Historical Society,1978,Camden,,418 Osborne Street,"St. Marys, GA   31558",,,912-882-5516,,"M-F, 8-5.","Preservation and promotion of the use and appreciation of historic buildings, structures, and works of art in and around St. Mary's; workshops and field trips.","Maps, historic surveys of properties, and photographs.",,,
658,St. Marys Submarine Museum,Museum,,Camden,,102 St. Marys Street,"St. Marys, GA   31558",,,,912-882-2782  /  submus@tds.net,"Tue-Sat 10AM-4PM & Sun 1-5PM, Closed all Mon.s, Easter, Thanksgiving and two weeks over the Christmas - New Years period.",,,http://www.stmaryssubmuseum.com,,
659,State Parks and Historic Sites Division,"Government Agency (Federal, State, Local)",1934,Fulton,,205 Butler Street SE,Suite 1352,"Atlanta, GA   30334",,404-656-2770,,"Tu-Sat, 9-5;  Sun 2-5.","Management and promotion of the use of Georgia's natural, historical, and recreational resources; exhibits, lectures, workshops, films, slide shows, guided tours, field trips, educational activities, and publications. Management of 24 state historic areas including house museums, battlefields, plantations, prehistoric archeological areas, geologic areas, and historic American Indian sites; activities include 2,000 historical markers, living history demonstrations, and military demonstrations.","18th, 19th, and 20th century letters, papers, diaries, maps, architectural records; oral histories, and photographs. Mississippian and Swift Creek period Indian collections. (c. 900-1540).",http://www.gastateparks.org/,,
